medicamentosap,textobrevemedicamento,med_std,esencial,esencial_item,esencial_desc
4000100,"JUEGO PASTI.FREN.TRAS.P/AMB.,FIAT DUC.D.","JUEGO PASTI.FREN.TRAS.P/AMB.,FIAT DUC.D.","No esencial","",""
4000101,"DISC.FRENO DELANT.P/AMB.,FIAT DUCATO DI.","DISC.FRENO DELANT.P/AMB.,FIAT DUCATO DI.","No esencial","",""
4000102,"DISCO FRENO TRAS.P/AMB.,FIAT DUCATO DI.","DISCO FRENO TRAS.P/AMB.,FIAT DUCATO DI.","No esencial","",""
4000103,"RULE.MASA TRAS.TEC.BAJ.P/AMB.FIAT DU.DI.","RULE.MASA TRAS.TEC.BAJ.P/AMB.FIAT DU.DI.","No esencial","",""
4000104,"SEGU.RUL.MASA TEC.BAJ.P/AMB.FIAT DUC.DI.","SEGU.RUL.MASA TEC.BAJ.P/AMB.FIAT DUC.DI.","No esencial","",""
4000105,"JUE.CUBETA FRENO DELAN.P/AM.FIAT DUC.DI.","JUE.CUBETA FRENO DELAN.P/AM.FIAT DUC.DI.","No esencial","",""
4000106,"JU.CUBETA FRENO TRAS.P/AMB.,FIAT DUCA.D.","JU.CUBETA FRENO TRAS.P/AMB.,FIAT DUCA.D.","No esencial","",""
4000107,"PISTON P/MORDAZA DELA.P/AMB.,FIAT DUC.D.","PISTON P/MORDAZA DELA.P/AMB.,FIAT DUC.D.","No esencial","",""
4000108,"BOMBA CTRAL FRENO P/AMB.,FIAT DUCATO DI.","BOMBA CTRAL FRENO P/AMB.,FIAT DUCATO DI.","No esencial","",""
4000109,"JUE.REPA.BOM.CTRAL DEFR.P/AMB.,FIAT D.D.","JUE.REPA.BOM.CTRAL DEFR.P/AMB.,FIAT D.D.","No esencial","",""
4000110,"SERVO FRENO P/AMB.,FIAT DUCATO DIESEL","SERVO FRENO P/AMB.,FIAT DUCATO DIESEL","No esencial","",""
4000111,"MANGUITO ESPACI. EMBR.P/AMB.,FIAT DUC.D.","MANGUITO ESPACI. EMBR.P/AMB.,FIAT DUC.D.","No esencial","",""
4000112,"COJINETE EMPUJE P/AMB.,FIAT DUCATO D.","COJINETE EMPUJE P/AMB.,FIAT DUCATO D.","No esencial","",""
4000113,"HORQUILLA EMBR.HIDRA.P/AMB.,FIAT DUC.DI.","HORQUILLA EMBR.HIDRA.P/AMB.,FIAT DUC.DI.","No esencial","",""
4000114,"RETEN HORQUILLA EMBR.P/AMB.,FIAT DUC.DI.","RETEN HORQUILLA EMBR.P/AMB.,FIAT DUC.DI.","No esencial","",""
4000115,"BOMBA CTRAL EMBRAG.P/AMB.,FIAT DUC.DIES.","BOMBA CTRAL EMBRAG.P/AMB.,FIAT DUC.DIES.","No esencial","",""
4000116,"BULBO DE TEMP.P/AMB.,FIAT DUCATO DIESEL","BULBO DE TEMP.P/AMB.,FIAT DUCATO DIESEL","No esencial","",""
4000117,"BENDIX MOTOR ARRANQ.P/AM.,FIAT DUC.DIE.","BENDIX MOTOR ARRANQ.P/AM.,FIAT DUC.DIE.","No esencial","",""
4000118,"JUE.BUJ.MOT.ARRANQ.P/AMB.,FIAT DUCA.DIE.","JUE.BUJ.MOT.ARRANQ.P/AMB.,FIAT DUCA.DIE.","No esencial","",""
4000119,"CAMBIO D/CARB.Y PORTA CARB.P/VEHI.VARIOS","CAMBIO D/CARB.Y PORTA CARB.P/VEHI.VARIOS","No esencial","",""
4000120,"JUE.PAST.FREN.DELA.P/AMB.,ME.BENZ SPRIN.","JUE.PAST.FREN.DELA.P/AMB.,ME.BENZ SPRIN.","No esencial","",""
4000121,"JUE.PAST.FRE.TRAS.P/AMB.,MER.BENZ SPRIN.","JUE.PAST.FRE.TRAS.P/AMB.,MER.BENZ SPRIN.","No esencial","",""
4000122,"PRECAP DIREC.P/AMB.,MERC.BENZ SPRINT.313","PRECAP DIREC.P/AMB.,MERC.BENZ SPRINT.313","No esencial","",""
4000123,"ROTULA SUSP.P/AMB.,MERC.BENZ SPRINT.313","ROTULA SUSP.P/AMB.,MERC.BENZ SPRINT.313","No esencial","",""
4000124,"BUJES  P/AMB.,MER.BENZ SPRINTER 313 DIE.","BUJES  P/AMB.,MER.BENZ SPRINTER 313 DIE.","No esencial","",""
4000125,"KIT EMB.PLTO PRES-DISC P/AM,M.BENZ SPRI.","KIT EMB.PLTO PRES-DISC P/AM,M.BENZ SPRI.","No esencial","",""
4000126,"DISC.FREN.DELAN.P/AMB.MER.BENZ SPRIN.DI.","DISC.FREN.DELAN.P/AMB.MER.BENZ SPRIN.DI.","No esencial","",""
4000127,"BOMBA CTRAL FRENO P/AMB.,MER.BENZ SPRIN.","BOMBA CTRAL FRENO P/AMB.,MER.BENZ SPRIN.","No esencial","",""
4000128,"SERVO FRENO P/AMB.,MER.BENZ SPRINTER DI.","SERVO FRENO P/AMB.,MER.BENZ SPRINTER DI.","No esencial","",""
4000129,"JUE.PAST.FRE.DELA.P/CAM.DU,ME.BENZ SPRI.","JUE.PAST.FRE.DELA.P/CAM.DU,ME.BENZ SPRI.","No esencial","",""
4000130,"JUEG.PAST.FRE.TRAS.P/CAM DU.,M.BENZ SPR.","JUEG.PAST.FRE.TRAS.P/CAM DU.,M.BENZ SPR.","No esencial","",""
4000131,"ROTULA/SUSPEN.P/CAMION DU.,M.BENZ SPRIN.","ROTULA/SUSPEN.P/CAMION DU.,M.BENZ SPRIN.","No esencial","",""
4000132,"BUJES P/CAMION DUAL,MER.BENZ SPRINT.DIE.","BUJES P/CAMION DUAL,MER.BENZ SPRINT.DIE.","No esencial","",""
4000133,"AMORTI.TRASER.P/CAM.DUAL,MER.BENZ SPRIN.","AMORTI.TRASER.P/CAM.DUAL,MER.BENZ SPRIN.","No esencial","",""
4000134,"KIT EMB.PLAT.PRES-DISC P/CA.DU.M.BEN SP.","KIT EMB.PLAT.PRES-DISC P/CA.DU.M.BEN SP.","No esencial","",""
4000135,"CILIN.EMB.P/CAM DUAL,MER.BENZ SPRI.,DI.","CILIN.EMB.P/CAM DUAL,MER.BENZ SPRI.,DI.","No esencial","",""
4000136,"JUE.BUJ.BALL.DTERA P/CAM.D,M.BENZ SPR.D.","JUE.BUJ.BALL.DTERA P/CAM.D,M.BENZ SPR.D.","No esencial","",""
4000137,"JUE.BUJ.BALL.TSRA P/CAM DU,M.BENZ SPRI.","JUE.BUJ.BALL.TSRA P/CAM DU,M.BENZ SPRI.","No esencial","",""
4000138,"JUEGO BUJ.ESTAB.P/CAM.DUAL,M.BENZ SPR.D.","JUEGO BUJ.ESTAB.P/CAM.DUAL,M.BENZ SPR.D.","No esencial","",""
4000139,"JUE.BUJ.ESTAB.P/CAM.DUAL,M.BENZ,SPRIN.D.","JUE.BUJ.ESTAB.P/CAM.DUAL,M.BENZ,SPRIN.D.","No esencial","",""
4000140,"DISCO FRENO DELT.P/CAM.DUAL,M.BENZ,SPRI.","DISCO FRENO DELT.P/CAM.DUAL,M.BENZ,SPRI.","No esencial","",""
4000141,"BOMBA CTRAL FRE.P/CAM.DUAL,M.BENZ,SPRIN.","BOMBA CTRAL FRE.P/CAM.DUAL,M.BENZ,SPRIN.","No esencial","",""
4000142,"SERVO FRENO P/CAM.DUAL,M.BENZ,SPRIN.,DI.","SERVO FRENO P/CAM.DUAL,M.BENZ,SPRIN.,DI.","No esencial","",""
4000143,"RULE.TENS.P/CAM./MICRO.DUAL M. BENZ SPR.","RULE.TENS.P/CAM./MICRO.DUAL M. BENZ SPR.","No esencial","",""
4000144,"RULEMAN EJER PALIER P/VEHIC. FORD RANGER","RULEMAN EJER PALIER P/VEHIC. FORD RANGER","No esencial","",""
4000145,"SOPORTE MOTOR P/ AUTOM.FORD FIESTA","SOPORTE MOTOR P/ AUTOM.FORD FIESTA","No esencial","",""
4000146,"PRECAP DE DIREC.P/VEHIC.FORD FIESTA","PRECAP DE DIREC.P/VEHIC.FORD FIESTA","No esencial","",""
4000147,"SOPORTE CAJA P/AUTOMOVIL FORD FIESTA","SOPORTE CAJA P/AUTOMOVIL FORD FIESTA","No esencial","",""
4000148,"SOPORTE CAJA INFERIOR PARA FIAT DUCATO","SOPORTE CAJA INFERIOR PARA FIAT DUCATO","No esencial","",""
4000149,"SOPOR.CAJA SUPER.P/VEH. FIAT DUCATO/SIM.","SOPOR.CAJA SUPER.P/VEH. FIAT DUCATO/SIM.","No esencial","",""
4000150,"KIT DE EMBRAG.P/VEHI.TIPO RENAULT KANGOO","KIT DE EMBRAG.P/VEHI.TIPO RENAULT KANGOO","No esencial","",""
4000151,"GUARDAP.HOMOC.RUEDA P/VEH.RENAULT KANG.","GUARDAP.HOMOC.RUEDA P/VEH.RENAULT KANG.","No esencial","",""
4000152,"JUEG.PASTI.DE FREN.DELAN.P/RENAULT KANG.","JUEG.PASTI.DE FREN.DELAN.P/RENAULT KANG.","No esencial","",""
4000153,"RULEM.TENSOR CORREA SINCRO.P/FORD RANGER","RULEM.TENSOR CORREA SINCRO.P/FORD RANGER","No esencial","",""
4000154,"JUEGO REPARO MORDAZA P/RENAULT KANGOO","JUEGO REPARO MORDAZA P/RENAULT KANGOO","No esencial","",""
4000155,"RULEMAN DE MAZA DELANT.P/RENAULT KANGOO","RULEMAN DE MAZA DELANT.P/RENAULT KANGOO","No esencial","",""
4000156,"RULEMAN DE MAZA DELANT.P/RENAULT MASTER","RULEMAN DE MAZA DELANT.P/RENAULT MASTER","No esencial","",""
4000157,"BIELETA PARA VEHICULOS RENAULT KANGOO","BIELETA PARA VEHICULOS RENAULT KANGOO","No esencial","",""
4000158,"POLEA TENSOR P/FORD FIESTA","POLEA TENSOR P/FORD FIESTA","No esencial","",""
4000159,"GUARDAPOLVO AMORTIG.DELANT.P/FORD FIESTA","GUARDAPOLVO AMORTIG.DELANT.P/FORD FIESTA","No esencial","",""
4000160,"TAQUEADOR AMORTIGUA.DELANT.P/FORD FIESTA","TAQUEADOR AMORTIGUA.DELANT.P/FORD FIESTA","No esencial","",""
4000161,"BIELETA ESTAB.P/FORD FIES.FLEX,M.1600 CC","BIELETA ESTAB.P/FORD FIES.FLEX,M.1600 CC","No esencial","",""
4000162,"ROTULA SUSPEN.P/FORD FIES.FLEX,M.1600 CC","ROTULA SUSPEN.P/FORD FIES.FLEX,M.1600 CC","No esencial","",""
4000163,"CORREA SINCRONIZADORA P/HYUNDAI STA FE","CORREA SINCRONIZADORA P/HYUNDAI STA FE","No esencial","",""
4000164,"RULEM.TENSOR CORR.SINCR.P/HYUNDAI STA FE","RULEM.TENSOR CORR.SINCR.P/HYUNDAI STA FE","No esencial","",""
4000165,"CORREA DENTADA P/HYUNDAI STA FE","CORREA DENTADA P/HYUNDAI STA FE","No esencial","",""
4000166,"RULEM.TENSOR CORR.DENT.P/HYUNDAI STA FE","RULEM.TENSOR CORR.DENT.P/HYUNDAI STA FE","No esencial","",""
4000167,"RULEMAN DE MASA DELANT.P/HYUNDAI STA FE","RULEMAN DE MASA DELANT.P/HYUNDAI STA FE","No esencial","",""
4000168,"RULEMAN DE MASA TRASERA P/HYUNDAI STA FE","RULEMAN DE MASA TRASERA P/HYUNDAI STA FE","No esencial","",""
4000169,"ENGRANAJE CIGÜEÑAL P/HYUNDAI STA FE","ENGRANAJE CIGUENAL P/HYUNDAI STA FE","No esencial","",""
4000170,"BUJE ESTABILIZ. DELANT.P/HYUNDAI STA FE","BUJE ESTABILIZ. DELANT.P/HYUNDAI STA FE","No esencial","",""
4000171,"BIELETA ESTABILIZ.TRAS.P/HYUNDAI STA FE","BIELETA ESTABILIZ.TRAS.P/HYUNDAI STA FE","No esencial","",""
4000172,"CORREA SINCRONIZADORA P/RENAULT KANGOO","CORREA SINCRONIZADORA P/RENAULT KANGOO","No esencial","",""
4000173,"RULEMAN TENS.CORR.SINCR.P/RENAULT KANG.","RULEMAN TENS.CORR.SINCR.P/RENAULT KANG.","No esencial","",""
4000174,"CORREA DENTADA P/RENAULT KANGOO","CORREA DENTADA P/RENAULT KANGOO","No esencial","",""
4000175,"RULEMAN TENS.CORR.DENT.P/RENAULT KANGOO","RULEMAN TENS.CORR.DENT.P/RENAULT KANGOO","No esencial","",""
4000176,"JUEGO RULEMAN MAZA TRAS.P/RENAULT KANGOO","JUEGO RULEMAN MAZA TRAS.P/RENAULT KANGOO","No esencial","",""
4000177,"BOMBA CENTRAL DE FRENO P/RENAULT KANGOO","BOMBA CENTRAL DE FRENO P/RENAULT KANGOO","No esencial","",""
4000178,"AMORTIGUADORES DELANT.P/RENAULT KANGOO","AMORTIGUADORES DELANT.P/RENAULT KANGOO","No esencial","",""
4000179,"GUARDAPO.AMORTIG.DELANT.P/RENAULT KANGOO","GUARDAPO.AMORTIG.DELANT.P/RENAULT KANGOO","No esencial","",""
4000180,"TAQUEADOR AMORTI.DELAN.P/RENAULT KANGOO","TAQUEADOR AMORTI.DELAN.P/RENAULT KANGOO","No esencial","",""
4000181,"AMORTIGUADOR TRASERO P/RENAULT KANGOO","AMORTIGUADOR TRASERO P/RENAULT KANGOO","No esencial","",""
4000182,"PRECAP DE DIRECCION  P/RENAULT KANGOO","PRECAP DE DIRECCION  P/RENAULT KANGOO","No esencial","",""
4000183,"JUE.GUARDAP.HOMOC.CAJA  P/RENAULT KANGOO","JUE.GUARDAP.HOMOC.CAJA  P/RENAULT KANGOO","No esencial","",""
4000184,"BUJIAS PARA VEHICULOS RENAULT KANGOO","BUJIAS PARA VEHICULOS RENAULT KANGOO","No esencial","",""
4000185,"SOPORTE MOT.INFER.P/VEHIC.RENAULT KANGOO","SOPORTE MOT.INFER.P/VEHIC.RENAULT KANGOO","No esencial","",""
4000186,"SOPORTE CAJA P/VEHICULOS  RENAULT KANGOO","SOPORTE CAJA P/VEHICULOS  RENAULT KANGOO","No esencial","",""
4000187,"COJINETE EMPUJE P/VEHICU.RENAULT KANGOO","COJINETE EMPUJE P/VEHICU.RENAULT KANGOO","No esencial","",""
4000188,"BOMBA DE AGUA P/VEHICULOS RENAULT KANGOO","BOMBA DE AGUA P/VEHICULOS RENAULT KANGOO","No esencial","",""
4000189,"CILINDRO D/FRENO TRASE.P/VEH.FORD RANGER","CILINDRO D/FRENO TRASE.P/VEH.FORD RANGER","No esencial","",""
4000190,"ROTU.SUSP.SUPE.C/PARR.LAD DER.P/FORD RAN","ROTU.SUSP.SUPE.C/PARR.LAD DER.P/FORD RAN","No esencial","",""
4000191,"ROT.SUSP.SUPER.C/PARR.LAD IZQ.P/F.RANGER","ROT.SUSP.SUPER.C/PARR.LAD IZQ.P/F.RANGER","No esencial","",""
4000192,"TAPON DE CARTER P/RENAULT MASTER","TAPON DE CARTER P/RENAULT MASTER","No esencial","",""
4000193,"RULEMAN DE MASA TRASERA P/RENAULT MASTER","RULEMAN DE MASA TRASERA P/RENAULT MASTER","No esencial","",""
4000194,"DISCO DE FRENO DELANT.P/RENAULT MASTER","DISCO DE FRENO DELANT.P/RENAULT MASTER","No esencial","",""
4000195,"SOPOR.AMORT.DELAN.CAZOL.P/RENAULT MASTER","SOPOR.AMORT.DELAN.CAZOL.P/RENAULT MASTER","No esencial","",""
4000196,"TAQUEADOR AMORTIG.DELANT.P/RENAULT MAST.","TAQUEADOR AMORTIG.DELANT.P/RENAULT MAST.","No esencial","",""
4000197,"AMORTIG.TRASERO P/RENAULT MASTER","AMORTIG.TRASERO P/RENAULT MASTER","No esencial","",""
4000198,"BIELETA DE SUSPENSION P/RENAULT MASTER","BIELETA DE SUSPENSION P/RENAULT MASTER","No esencial","",""
4000199,"ROTULA DE SUSPENSION INFER.P/FORD RANGER","ROTULA DE SUSPENSION INFER.P/FORD RANGER","No esencial","",""
4000200,"GUARDAPOLVO PARA PRECAP P/FORD RANGER","GUARDAPOLVO PARA PRECAP P/FORD RANGER","No esencial","",""
4000201,"SOPORTE MOTOR PARA VEHICULOS FORD RANGER","SOPORTE MOTOR PARA VEHICULOS FORD RANGER","No esencial","",""
4000202,"SOPORTE CAJA PARA VEHICULOS FORD RANGER","SOPORTE CAJA PARA VEHICULOS FORD RANGER","No esencial","",""
4000203,"MOTORCITO LIMPIARABRISAS FORD RANGER 4X2","MOTORCITO LIMPIARABRISAS FORD RANGER 4X2","No esencial","",""
4000204,"RULEM.TENSOR CORR.SINCRON.P/CMTA F.RANG.","RULEM.TENSOR CORR.SINCRON.P/CMTA F.RANG.","No esencial","",""
4000205,"RULEMAN EJE PALIER PARA FORD RANGER","RULEMAN EJE PALIER PARA FORD RANGER","No esencial","",""
4000206,"CILINDRO FRENO TRASE.P/FOR.RANGER 4X2 DC","CILINDRO FRENO TRASE.P/FOR.RANGER 4X2 DC","No esencial","",""
4000207,"ROTU.SUSP.SUPER. C/PARR.DER .P/F.RANG4X2","ROTU.SUSP.SUPER. C/PARR.DER .P/F.RANG4X2","No esencial","",""
4000208,"ROTULA SUSP. SUPER.C/PARR.IZQ P/F.RANGER","ROTULA SUSP. SUPER.C/PARR.IZQ P/F.RANGER","No esencial","",""
4000209,"ROTULA DE SUSPEN.INFERIOR P/FORD RANGER","ROTULA DE SUSPEN.INFERIOR P/FORD RANGER","No esencial","",""
4000210,"GUARDAPOLVO PARA PRECAP FORD RANGER","GUARDAPOLVO PARA PRECAP FORD RANGER","No esencial","",""
4000211,"SOPORTE CAJA  PARA FORD RANGER","SOPORTE CAJA  PARA FORD RANGER","No esencial","",""
4000212,"BOCINA DE SONI.GRAVE P/CMTA FORD RANGER","BOCINA DE SONI.GRAVE P/CMTA FORD RANGER","No esencial","",""
4000213,"MOTOR LIMPIARABRISAS P/FORD RANG+C36ER","MOTOR LIMPIARABRISAS P/FORD RANG+C36ER","No esencial","",""
4000214,"CORREA ALTERNADOR P/HYUNDAI HD 120","CORREA ALTERNADOR P/HYUNDAI HD 120","No esencial","",""
4000215,"CORREA DE DIREC.HIDRAULICA P/HYUNDAI HD","CORREA DE DIREC.HIDRAULICA P/HYUNDAI HD","No esencial","",""
4000216,"CEPILLO LIMPIARABRISAS PARA FIAT DUCATO","CEPILLO LIMPIARABRISAS PARA FIAT DUCATO","No esencial","",""
4000217,"GUARDAPO.AMORTIG.DELANT./VEH.FIAT DUCATO","GUARDAPO.AMORTIG.DELANT./VEH.FIAT DUCATO","No esencial","",""
4000218,"CAMBIO GUARDAP.HOMOCIN.P/RENAULT MASTER","CAMBIO GUARDAP.HOMOCIN.P/RENAULT MASTER","No esencial","",""
4000219,"JUEG GUARDAP.HOMOCI.CAJ P/RENAULT MASTER","JUEG GUARDAP.HOMOCI.CAJ P/RENAULT MASTER","No esencial","",""
4000220,"SOPORTE CAJA PARA RENAULT MASTER","SOPORTE CAJA PARA RENAULT MASTER","No esencial","",""
4000221,"PRISIONEROS PARA RUEDA P/RENAULT MASTER","PRISIONEROS PARA RUEDA P/RENAULT MASTER","No esencial","",""
4000222,"MANOPLA PALANCA DE CAMBIO RENAULT MASTER","MANOPLA PALANCA DE CAMBIO RENAULT MASTER","No esencial","",""
4000223,"TAPON DE CARTER P/MERC.BENZ SPRINTER 308","TAPON DE CARTER P/MERC.BENZ SPRINTER 308","No esencial","",""
4000224,"RULEM. MASA INTER.P/MER BENZ SPRIN 308D","RULEM. MASA INTER.P/MER BENZ SPRIN 308D","No esencial","",""
4000225,"RULEMAN MASA EXTER.P/MERC.BENZ SPRIN.308","RULEMAN MASA EXTER.P/MERC.BENZ SPRIN.308","No esencial","",""
4000226,"RULEMAN PALIER MERCEDES BENZ SPRINTER308","RULEMAN PALIER MERCEDES BENZ SPRINTER308","No esencial","",""
4000227,"DISCO FRENO TRAS.P/MER.BENZ SPRINTER 308","DISCO FRENO TRAS.P/MER.BENZ SPRINTER 308","No esencial","",""
4000228,"SOPORT AMORT.DELANT.P/MER.BENZ SPRIN.308","SOPORT AMORT.DELANT.P/MER.BENZ SPRIN.308","No esencial","",""
4000229,"EXTREMO DIREC.P/MERC.BENZ SPRINTER 308","EXTREMO DIREC.P/MERC.BENZ SPRINTER 308","No esencial","",""
4000230,"BIELETA DE SUSPENS.P/MER.BENZ SPRINT.308","BIELETA DE SUSPENS.P/MER.BENZ SPRINT.308","No esencial","",""
4000231,"CRUZETA CARDAN P/MERC.BENZ SPRINTER 308","CRUZETA CARDAN P/MERC.BENZ SPRINTER 308","No esencial","",""
4000232,"CENTRAL.CRUZETA CARDAN P/MER.BENZ SPRIN.","CENTRAL.CRUZETA CARDAN P/MER.BENZ SPRIN.","No esencial","",""
4000233,"SOPORTE MOTOR P/MERC.BENZ SPRINTER 308","SOPORTE MOTOR P/MERC.BENZ SPRINTER 308","No esencial","",""
4000234,"SOPORT.CAJA P/MERCEDES BENZ SPRINTER 308","SOPORT.CAJA P/MERCEDES BENZ SPRINTER 308","No esencial","",""
4000235,"PRISIONERO P/RUEDA MER.BENZ SPRINTER 308","PRISIONERO P/RUEDA MER.BENZ SPRINTER 308","No esencial","",""
4000236,"MANOPLA PALAN.DE CAMB.P/MERC.BENZ SPRIN.","MANOPLA PALAN.DE CAMB.P/MERC.BENZ SPRIN.","No esencial","",""
4000237,"MOTORCITO LIMPIARABRISA P/M.BENZ SPRINT.","MOTORCITO LIMPIARABRISA P/M.BENZ SPRINT.","No esencial","",""
4000238,"POLEA ACANALADA CORREA P/MER.BENZ SPRIN.","POLEA ACANALADA CORREA P/MER.BENZ SPRIN.","No esencial","",""
4000239,"TAPON DE CARTER  P/MER.BENZ SPRINTER 308","TAPON DE CARTER  P/MER.BENZ SPRINTER 308","No esencial","",""
4000240,"RULEMAN MASA INTER.P/MER.BENZ SPRIN.DUAL","RULEMAN MASA INTER.P/MER.BENZ SPRIN.DUAL","No esencial","",""
4000241,"RULEM.MASA EXTE.P/ME.BENZ SPRIN.413 DUAL","RULEM.MASA EXTE.P/ME.BENZ SPRIN.413 DUAL","No esencial","",""
4000242,"RULEMAN PALIER P/ME.BENZ SPRIN.413 DUAL","RULEMAN PALIER P/ME.BENZ SPRIN.413 DUAL","No esencial","",""
4000243,"CAZOLETA AMORT.DELANT.P/ME.BENZ 413 DUAL","CAZOLETA AMORT.DELANT.P/ME.BENZ 413 DUAL","No esencial","",""
4000244,"EXTREMO DE DIREC.P/M.BENZ SPRINT 413DUAL","EXTREMO DE DIREC.P/M.BENZ SPRINT 413DUAL","No esencial","",""
4000245,"BIELETA DE SUSP.P/MER.BENZ SPRINTER DUAL","BIELETA DE SUSP.P/MER.BENZ SPRINTER DUAL","No esencial","",""
4000246,"CRUZETA CARDAN P/M.BENZ SPRINT.413 DUAL","CRUZETA CARDAN P/M.BENZ SPRINT.413 DUAL","No esencial","",""
4000247,"CTRAL DE CRUZ.CARDAN P/M.BENZ SPRINT.413","CTRAL DE CRUZ.CARDAN P/M.BENZ SPRINT.413","No esencial","",""
4000248,"SOPORTE MOTOR P/MERC.BENZ SPRINTER 413","SOPORTE MOTOR P/MERC.BENZ SPRINTER 413","No esencial","",""
4000249,"SOPORTE CAJA P/ME.BENZ SPRINTER 413 DUAL","SOPORTE CAJA P/ME.BENZ SPRINTER 413 DUAL","No esencial","",""
4000250,"PRISIONERO P/RUED.P/MER.BENZ SPRINT. 413","PRISIONERO P/RUED.P/MER.BENZ SPRINT. 413","No esencial","",""
4000251,"MANOPLA PALAN.CAMBIO P/MER.BENZ SPRINTER","MANOPLA PALAN.CAMBIO P/MER.BENZ SPRINTER","No esencial","",""
4000252,"CEPILLO LIMPIARABRISAS P/ME.BENZ SPRINT.","CEPILLO LIMPIARABRISAS P/ME.BENZ SPRINT.","No esencial","",""
4000253,"RULEM.TENSOR CORREA SINCRON.P/HYUNDAI H1","RULEM.TENSOR CORREA SINCRON.P/HYUNDAI H1","No esencial","",""
4000254,"RULEMAN DE MASA DELANTERA P/HYUNDAI H1","RULEMAN DE MASA DELANTERA P/HYUNDAI H1","No esencial","",""
4000255,"RULEMAN DE MASA TRASERA P/HYUNDAI H1","RULEMAN DE MASA TRASERA P/HYUNDAI H1","No esencial","",""
4000256,"JUEGO PASTIL.FRENOS DELANT.P/HYUNDAI H1","JUEGO PASTIL.FRENOS DELANT.P/HYUNDAI H1","No esencial","",""
4000257,"JUEGO PASTIL.FRENOS TRAS. P/HYUNDAI H1","JUEGO PASTIL.FRENOS TRAS. P/HYUNDAI H1","No esencial","",""
4000258,"DISCO DE FRENO DELANTERO P/HYUNDAI H1","DISCO DE FRENO DELANTERO P/HYUNDAI H1","No esencial","",""
4000259,"DISCO DE FRENO TRASERO P/HYUNDAI H1","DISCO DE FRENO TRASERO P/HYUNDAI H1","No esencial","",""
4000260,"BOMBA CENTRAL DE FRENO P/HYUNDAI H1","BOMBA CENTRAL DE FRENO P/HYUNDAI H1","No esencial","",""
4000261,"JUEGO REPAR.BOM.CTRAL FREN.P/VEH.HYUNDAI","JUEGO REPAR.BOM.CTRAL FREN.P/VEH.HYUNDAI","No esencial","",""
4000262,"JUE.REPA.MORDA.FREN.DEL.P/VEH.HYUNDAI H1","JUE.REPA.MORDA.FREN.DEL.P/VEH.HYUNDAI H1","No esencial","",""
4000263,"JUEGO REPAR.MORD.FRENO TRAS.P/HYUNDAI H1","JUEGO REPAR.MORD.FRENO TRAS.P/HYUNDAI H1","No esencial","",""
4000264,"CILINDRO FRENO TRASERO P/VEH.HYUNDAI H1","CILINDRO FRENO TRASERO P/VEH.HYUNDAI H1","No esencial","",""
4000265,"SERVO FRENO PARA VEHICULO HYUNDAI H1","SERVO FRENO PARA VEHICULO HYUNDAI H1","No esencial","",""
4000266,"AMORTIGUADOR DELANT.P/VEH.HYUNDAI H1","AMORTIGUADOR DELANT.P/VEH.HYUNDAI H1","No esencial","",""
4000267,"SOPORT.AMORT.DELAN.CAZOLET P/VE.HYUN.H1","SOPORT.AMORT.DELAN.CAZOLET P/VE.HYUN.H1","No esencial","",""
4000268,"TAQUEADOR AMORT.DELAN.P/VEH.HYUNDAI H1","TAQUEADOR AMORT.DELAN.P/VEH.HYUNDAI H1","No esencial","",""
4000269,"AMORTIGUADOR TRASERO P/VEH.HYUNDAI H1","AMORTIGUADOR TRASERO P/VEH.HYUNDAI H1","No esencial","",""
4000270,"BIELETA SUSPENSION TRAS.P/VEH.HYUNDAI H1","BIELETA SUSPENSION TRAS.P/VEH.HYUNDAI H1","No esencial","",""
4000271,"BUJE ESTABILIZADOR TRAS.P/VEH.HYUNDAI H1","BUJE ESTABILIZADOR TRAS.P/VEH.HYUNDAI H1","No esencial","",""
4000272,"ROTULA SUSPEN.P/VEH.HYUNDAI H1","ROTULA SUSPEN.P/VEH.HYUNDAI H1","No esencial","",""
4000273,"EXTREMO DE DIRECCION P/VEH.HYUNDAI H1","EXTREMO DE DIRECCION P/VEH.HYUNDAI H1","No esencial","",""
4000274,"BIELETA SUSPENSION DELA.P/VEH.HYUNDAI H1","BIELETA SUSPENSION DELA.P/VEH.HYUNDAI H1","No esencial","",""
4000275,"PRECAP DE DIRECCION PARA VEH.HYUNDAI H1","PRECAP DE DIRECCION PARA VEH.HYUNDAI H1","No esencial","",""
4000276,"GUARDAPOLVO DE PRECAT P/VEH.HYUNDAI H1","GUARDAPOLVO DE PRECAT P/VEH.HYUNDAI H1","No esencial","",""
4000277,"CRUZETA CARDAN PARA VEH.HYUNDAI H1","CRUZETA CARDAN PARA VEH.HYUNDAI H1","No esencial","",""
4000278,"CENTRAL.DE CRUZETA CARDAN P/VEH.HYUN.H1","CENTRAL.DE CRUZETA CARDAN P/VEH.HYUN.H1","No esencial","",""
4000279,"BOMBA CTRAL DEL EMBRAG.P/VEH.HYUNDAI H1","BOMBA CTRAL DEL EMBRAG.P/VEH.HYUNDAI H1","No esencial","",""
4000280,"BOMBA AUX. DE EMBRAG.P/VEH.HYUNDAI H1","BOMBA AUX. DE EMBRAG.P/VEH.HYUNDAI H1","No esencial","",""
